merchant_id,merchant_name,merchant_category,location_zip,years_in_business,avg_transaction_value,chargeback_rate,risk_tier
MERCH_21793,Miller-Harris,Manufacturing,59409,0 years,37.91,0.6705,low
MERCH_21794,MATHEWS-PARKER,Unknown,09028,1,$259.57,Unknown,low
MERCH_21795,Bailey LLC,Services,85957,5,$2.62,0.0071,medium
MERCH_21796,"Boyd, Ramos and Oneill",Services,73972,0,$33.9,0.0572,low
MERCH_21797,"Jenkins, Cooper and Hudson",Unknown,44028,Unknown,11.61,Unknown,low
MERCH_21798,Baker Inc,Unknown,3522,1,Unknown,Unknown,low
MERCH_21799,Hawkins-Ross,Unknown,34640,4,302.37,0.0158,low
MERCH_21800,Rush LLC,Manufacturing,74035,2,38.14,0.0111,low
MERCH_21801,"Novak, Miranda and Reed",Services,7935,2,18.58,0.0132,low
MERCH_21802,Escobar-Johnson,Unknown,62020,16 years,Unknown,0.021,medium
MERCH_21803,Cook Ltd,Services,20158,5,$45.77,0.0101,low
MERCH_21804,"Taylor, Hudson and Miller",Digital,6503,0,12.2,0.027,low
MERCH_21805,Bernard LLC,Unknown,24069,15,123.31,0.017,medium
MERCH_21806,"Barnett, Allen and Crane",Wholesale,22176,0,43.66,0.0079,medium
MERCH_21807,Wood PLC,Services,03982,5,321.02,Unknown,medium
MERCH_21808,Bonilla-Lang,Unknown,2824,0,32.41,0.0296,low
MERCH_21809,Goods-LLC,Unknown,60573,-6,-6.9,0.7351,low
MERCH_21810,"Guzman, Campbell and Smith",Unknown,68909,12,$19.25,0.023,low
MERCH_21811,Matthews-Martin,Unknown,ABC12,2,146.63,0.0181,low
MERCH_21812,"Campos, White and Clark",Digital,58116,1,98.09,Unknown,low
MERCH_21813,MCGUIRE-FISHER,Retail,03611,1,$90.07,0.0577,low
MERCH_21814,Comp&ny Inc,Other,21304,8,29.4,0.0104,low
MERCH_21815,Trade-Co,Manufacturing,19421,0,17.27,0.0105,low
MERCH_21816,"VASQUEZ, HOWARD AND VELASQUEZ",Wholesale,53838,3,33.98,0.0416,unknown
MERCH_21817,Allen-Mendoza,Unknown,55582,-1,660.08,0.0178,unknown
MERCH_21818,CRANE-JOHNSON,Unknown,ABC12,8,730.7,0.0114,low
MERCH_21819,BIZ-CORP,Manufacturing,64906,10,54.04,0.0291,low
MERCH_21820,Mccall-Shaw,Retail,70934,Unknown,$32.18,0.0031,medium
MERCH_21821,Brown-Alexander,Services,2365,0,133.43,0.0143,low
MERCH_21822,"Gill, Morris and Richmond",Services,88313,2,62.62,0.0052,low
MERCH_21823,Wise-Gay,Services,43457,2,45.94,0.065,low
MERCH_21824,"Logan, Diaz and Gonzalez",Other,ABC12,2,96.91,0.0146,low
MERCH_21825,Wong Inc,Manufacturing,38196,1,117.25,0.8108,medium
MERCH_21826,Johnson-Harrison,Retail,59797,2,33.03,Unknown,medium
MERCH_21827,Hayes-Lane,Services,44628,0,18.88,0.0043,low
MERCH_21828,Walker PLC,Retail,37141,0,Unknown,0.0074,Unknown
MERCH_21829,Biz-Corp,Services,93571,2,37.74,0.0044,low
MERCH_21830,"Jones, Johnson and Williams",Unknown,85348,2,8.63,1.68%,medium
MERCH_21831,Montgomery Group,Services,07254EXTRA,2,$10.3,0.0159,low
MERCH_21832,"Nguyen, Morales and Gibson",Services,86057EXTRA,1,45.73,0.0109,low
MERCH_21833,Rodriguez PLC,Unknown,53665,0,461.87,Unknown,low
MERCH_21834,Burton Ltd,Unknown,88257,4,222.68,3.83%,low
MERCH_21835,BROWN-ORTIZ,Retail,47648,3,-9.06,0.0463,low
MERCH_21836,"Mckinney, Stanley and Morse",Digital,95488,2,204.66,0.0078,low
MERCH_21837,Smith-Lopez,Unknown,27214,10,$12.75,0.0086,low
MERCH_21838,Ford-Harrison,Manufacturing,84319,3,Unknown,0.0181,medium
MERCH_21839,"Huffman, Gomez and Hendrix",Digital,65635EXTRA,0,95.97,Unknown,low
MERCH_21840,"Davis, Rodriguez and Moore",Other,00633,10,13.94,0.0102,low
MERCH_21841,Martin-Fleming,Wholesale,77904,Unknown,57.13,0.031,low
MERCH_21842,"Matthews, Wilkins and Vargas",Digital,81975,Unknown,12.77,0.0084,low
MERCH_21843,"Bailey, Foster and Stokes",Digital,27979,7,55.6,0.0184,high
MERCH_21844,Cortez Group,UNKNOWN,80830,Unknown,$17.94,0.0387,low
MERCH_21845,Owens-Watson,Unknown,45191,2,162.66,0.0227,low
MERCH_21846,Goods-LLC,Other,01266EXTRA,3,64.97,0.0228,low
MERCH_21847,Lin Ltd,Retail,74420EXTRA,7,28.51,Unknown,low
MERCH_21848,Trade-Co,Manufacturing,64245,3,$94.22,0.0202,low
MERCH_21849,Supply-Partners,Unknown,51680,0,Unknown,0.0219,medium
MERCH_21850,"Ortiz, Murphy and Bender",Wholesale,88496,0 years,813.73,0.0226,low
MERCH_21851,Davidson LLC,Digital,56564,1,$48.81,0.011,low
MERCH_21852,Pineda LLC,Other,65708,13,22.66,0.0115,low
MERCH_21853,Zamora-Boone,Wholesale,77498,5,9.07,Unknown,low
MERCH_21854,"Andrews, Woods and Orr",Wholesale,96431,4,110.29,0.0331,low
MERCH_21855,"Holmes, Hill and Torres",Wholesale,58935,1,$60.14,0.0278,low
MERCH_21856,Sanchez Inc,UNKNOWN,ABC12,3,94.43,0.0229,low
MERCH_21857,Sherman PLC,Wholesale,76441EXTRA,2,58.39,0.0216,low
MERCH_21858,Supply-Partners,Manufacturing,18563EXTRA,3,22.86,0.0055,low
MERCH_21859,"Nguyen, Hernandez and Anthony",Digital,73042,1,$25.46,0.0241,medium
MERCH_21860,Allen Group,Manufacturing,04318,9,117.33,Unknown,low
MERCH_21861,"Branch, Wilson and Reed",Digital,ABC12,1,14.69,0.0493,low
MERCH_21862,Hill-Nelson,Digital,64504,Unknown,125.74,0.0113,low
MERCH_21863,Comp&ny Inc,Retail,09650,4,196.5,0.0227,low
MERCH_21864,Mosley Ltd,Manufacturing,Unknown,-6,7.39,0.0204,medium
MERCH_21865,"Yates, Lynch and Owens",Manufacturing,Unknown,1,Unknown,0.87%,low
MERCH_21866,Petersen PLC,Unknown,84144,3,Unknown,0.0101,unknown
MERCH_21867,Rodriguez PLC,Manufacturing,39405,0,20.84,Unknown,low
MERCH_21868,Sanchez Inc,Manufacturing,00789,4,7.36,0.014,low
MERCH_21869,"Kelley, Cruz and Morton",Unknown,33780,6,28.17,0.0049,low
MERCH_21870,Supply-Partners,Digital,15297,2,356.55,0.0538,low
MERCH_21871,Hurley-Zhang,Wholesale,ABC12,3,271.19,0.0297,low
MERCH_21872,Trade-Co,Digital,5647,0,$15.43,Unknown,unknown
MERCH_21873,"Martinez, Jacobs and Romero",Wholesale,98156,Unknown,44.99,0.0375,low
MERCH_21874,Barr Group,Manufacturing,49261,4,$77.81,0.0038,medium
MERCH_21875,Robinson Inc,Wholesale,33116EXTRA,2,155.57,0.0257,medium
MERCH_21876,Mullins-Wright,Services,ABC12,2,$56.3,0.0098,high
MERCH_21877,Ellison-Griffin,Manufacturing,76054,7,88.87,0.0291,medium
MERCH_21878,Ibarra Ltd,Manufacturing,ABC12,1,23.7,0.0532,low
MERCH_21879,Carter Inc,Unknown,4947,19,91.24,0.0379,medium
MERCH_21880,Biz-Corp,Unknown,94455,2,$68.15,0.0343,high
MERCH_21881,Hammond Ltd,Unknown,54793,Unknown,$38.99,0.0466,low
MERCH_21882,CRUZ PLC,Unknown,98002,1,137.83,0.0348,low
MERCH_21883,Gutierrez LLC,UNKNOWN,ABC12,0,185.18,0.0095,medium
MERCH_21884,Guzman-Lang,Other,11577,8,128.54,0.0128,low
MERCH_21885,Biz-Corp,Services,ABC12,2,48.94,0.0025,low
MERCH_21886,Ibarra and Sons,Wholesale,87835,18 years,$62.48,0.0335,low
MERCH_21887,"Marshall, Randall and Merritt",Unknown,34164,10,68.5,0.0241,low
MERCH_21888,Trade-Co,Manufacturing,05427,3 years,Unknown,0.0214,low
MERCH_21889,Ramirez Group,Retail,46865,3,26.42,0.0089,low
MERCH_21890,"Hodge, Garcia and Boyd",Unknown,73668,1,$16.66,0.0096,low
MERCH_21891,"Walters, Flores and Smith",UNKNOWN,48758EXTRA,6,$110.44,0.0075,low
MERCH_21892,"RUSSO, BLAIR AND HENRY",Retail,99625,0,$11.74,0.012,low
MERCH_21893,Trade-Co,Services,68197,6 years,$195.65,0.0069,low
MERCH_21894,Hunter-Gibson,Unknown,10458,Unknown,-9.39,0.0394,medium
MERCH_21895,"Perez, Hernandez and Levy",Manufacturing,12826,7,115.34,0.009,low
MERCH_21896,"CAIN, WARNER AND FLORES",Retail,04350,0,$10.81,0.0051,low
MERCH_21897,"Berg, Wong and Foster",Digital,17394,0,3.54,0.0105,low
MERCH_21898,"Welch, White and Brown",Services,ABC12,5,$91.5,0.0181,low
MERCH_21899,COMP&NY INC,Wholesale,56873,6,Unknown,0.0287,low
MERCH_21900,Avery LLC,Retail,ABC12,Unknown,Unknown,0.02,low
MERCH_21901,Herring PLC,Retail,Unknown,8,Unknown,0.0131,low
MERCH_21902,Salazar Ltd,Services,ABC12,5,19.89,0.0333,low
MERCH_21903,Fletcher Ltd,Wholesale,41654,Unknown,-8.25,Unknown,high
MERCH_21904,Tapia Inc,Unknown,71673,1,14.78,0.0481,low
MERCH_21905,Dennis-Gates,Services,20849,3,3.64,0.0326,low
MERCH_21906,Mills LLC,Manufacturing,6185,2,-6.91,0.0358,low
MERCH_21907,Clark Inc,Unknown,34926,6,160.42,0.0124,low
MERCH_21908,"Reid, Smith and Cooper",Wholesale,72968,2,195.53,0.0372,medium
MERCH_21909,BLACK LLC,Retail,35651,11,12.88,0.038,low
MERCH_21910,Jackson and Sons,Services,ABC12,5,37.38,0.0057,low
MERCH_21911,Supply-Partners,Digital,62253,6,110.07,0.0215,high
MERCH_21912,Bishop PLC,Digital,57412,0,$208.9,Unknown,low
MERCH_21913,Hoover-Kramer,Retail,33439EXTRA,1,17.32,0.0238,low
MERCH_21914,"Martin, Johnson and Adams",Services,69503,0,175.83,0.0055,low
MERCH_21915,Guerrero-Edwards,Retail,Unknown,7,41.61,0.0094,high
MERCH_21916,Biz-Corp,Services,9944,5,$15.8,0.0038,low
MERCH_21917,Mullins PLC,Services,Unknown,Unknown,11.13,0.0202,low
MERCH_21918,Anderson Group,Services,65712,3 years,$36.05,0.1344,medium
MERCH_21919,Supply-Partners,Manufacturing,4043,1,124.5,0.0151,medium
MERCH_21920,COMP&NY INC,Services,Unknown,1,Unknown,0.0113,low
MERCH_21921,"Rojas, Schultz and Lane",Unknown,12799,6,30.83,0.0144,low
MERCH_21922,"Hart, Andrews and Jacobson",Wholesale,57528,7,$90.15,Unknown,low
MERCH_21923,Allen-Hayes,Other,13396,1,$776.71,0.0105,high
MERCH_21924,Gonzalez-Thomas,Wholesale,21225,1,94.73,0.0164,low
MERCH_21925,Glenn-Mahoney,Unknown,37350,2,100.39,0.0172,low
MERCH_21926,Cole-Henderson,Manufacturing,94701,7 years,10.2,0.0092,high
MERCH_21927,Trade-Co,Wholesale,61069,7,$430.05,0.0178,low
MERCH_21928,"Fernandez, Durham and Stephenson",Digital,12857,1,454.6,0.0096,medium
MERCH_21929,Garcia LLC,Manufacturing,46534EXTRA,-1,7.5,0.0297,low
MERCH_21930,"Marsh, Jimenez and Anderson",Retail,6260,6,$18.54,0.0285,low
MERCH_21931,Wilson LLC,Unknown,75346,Unknown,$5.63,0.3048,low
MERCH_21932,Biz-Corp,Services,94650,7,75.2,0.0063,medium
MERCH_21933,Snyder-Whitney,Unknown,ABC12,4,17.98,0.0651,low
MERCH_21934,Johnson LLC,Retail,Unknown,Unknown,$36.88,0.0202,low
MERCH_21935,"Hodge, Mercado and Jimenez",Retail,ABC12,6,Unknown,0.0055,low
MERCH_21936,Biz-Corp,Manufacturing,Unknown,1,$232.58,0.0106,high
MERCH_21937,BERRY PLC,Retail,36551,4,476.22,0.0143,low
MERCH_21938,"Pierce, Hernandez and Smith",Wholesale,99439,7 years,$172.04,0.0077,low
MERCH_21939,Cardenas-Hutchinson,Digital,69240,4,$26.98,0.0237,low
MERCH_21940,Williams-Bryan,Unknown,97409,0,27.13,0.0057,low
MERCH_21941,Trade-Co,Wholesale,27082,9,28.74,0.012,low
MERCH_21942,Biz-Corp,Unknown,ABC12,1,$52.98,0.0571,medium
MERCH_21943,Walker LLC,Unknown,57757,1,83.84,3.32%,low
MERCH_21944,"Thompson, Reed and Yang",Unknown,96177,1,Unknown,Unknown,medium
MERCH_21945,Sanford PLC,Wholesale,ABC12,4,$134.65,Unknown,low
MERCH_21946,Biz-Corp,Wholesale,47833,6,65.71,0.0295,low
MERCH_21947,"Howard, Rodriguez and Boyd",Retail,60680,2,127.67,1.28%,low
MERCH_21948,Wilson-Schroeder,Retail,87467,Unknown,91.78,Unknown,Unknown
MERCH_21949,Moran LLC,Manufacturing,ABC12,17,248.48,0.0014,low
MERCH_21950,"Wood, Gutierrez and Barnett",Services,4648,1,122.49,0.0109,low
MERCH_21951,Rodriguez-Robinson,UNKNOWN,7582,3,$38.24,0.0286,low
MERCH_21952,Martin-Arias,Services,5322,2,58.97,0.0349,low
MERCH_21953,Freeman Inc,Manufacturing,1191,3,39.72,0.0019,medium
MERCH_21954,Allen Ltd,Unknown,28900,5,22.54,0.0349,high
MERCH_21955,Patel Group,Services,59856EXTRA,4,$140.66,0.0086,low
MERCH_21956,Pacheco Ltd,Unknown,18148,1,17.17,0.0166,low
MERCH_21957,Cameron-Pope,Retail,94822,-19,$123.53,0.0297,unknown
MERCH_21958,Barrera-Brown,Digital,01023,2,$3.9,0.023,medium
MERCH_21959,Goods-LLC,Wholesale,61384EXTRA,26,21.66,0.0061,low
MERCH_21960,"Welch, Foster and Taylor",Wholesale,ABC12,2,Unknown,0.0038,low
MERCH_21961,Fowler Ltd,Digital,6950,1,307.59,Unknown,low
MERCH_21962,"Reed, Hernandez and Gibbs",Digital,92777,6,121.08,0.0211,low
MERCH_21963,"Velez, Roth and Trujillo",Manufacturing,94669,11 years,296.75,0.009,low
MERCH_21964,Hayes and Sons,Retail,10083,Unknown,-5.37,0.0137,low
MERCH_21965,Simon Ltd,Unknown,ABC12,8,834.63,0.0153,medium
MERCH_21966,Henderson PLC,Retail,5037,2,637.41,0.0192,low
MERCH_21967,Garcia-West,Digital,16678,1,280.36,0.0117,high
MERCH_21968,Rogers and Sons,Services,33899,0,161.95,1.84%,low
MERCH_21969,Harris PLC,Wholesale,38563,4,5.65,0.0105,unknown
MERCH_21970,Dominguez PLC,Manufacturing,92843,3,173.82,Unknown,high
MERCH_21971,Smith-Torres,Wholesale,ABC12,9,45.33,0.0293,low
MERCH_21972,Page-Alvarez,UNKNOWN,76905EXTRA,9,$27.38,0.0069,low
MERCH_21973,Harvey Ltd,Digital,31822,8,$242.24,0.0221,low
MERCH_21974,"JOHNSON, WILSON AND HAYDEN",Manufacturing,7886,5,345.64,0.0526,unknown
MERCH_21975,"Robinson, Rice and Smith",Services,ABC12,6,518.31,0.0203,high
MERCH_21976,Johnson-Miller,Manufacturing,06487,17,225.47,0.3885,low
MERCH_21977,Moore Group,Retail,89077,15,12.09,0.0048,medium
MERCH_21978,"Parrish, Adams and Melton",Retail,03103,3,Unknown,0.0276,medium
MERCH_21979,Wolfe-Johnson,Digital,27825,2,371.69,Unknown,unknown
MERCH_21980,"Hall, Baker and Miller",Digital,46396,8,19.98,0.0223,medium
MERCH_21981,"Palmer, Weeks and Hensley",Other,65857,5,Unknown,0.0033,medium
MERCH_21982,"Ferguson, Monroe and Lewis",Retail,70228,6,$47.1,Unknown,medium
MERCH_21983,Alexander-Robinson,Wholesale,44303,4 years,$541.12,0.0365,low
MERCH_21984,Cardenas PLC,Wholesale,8596,-7,182.11,0.0278,low
MERCH_21985,Morales-Burns,Unknown,23023,1,41.2,0.0175,low
MERCH_21986,Paul-Jones,Other,74040,10,22.96,0.016,low
MERCH_21987,Goods-LLC,Digital,72133EXTRA,5,127.74,0.0272,low
MERCH_21988,Garcia Inc,Services,08350,1,39.55,0.0171,low
MERCH_21989,Lopez LLC,Wholesale,76658,0,3.39,0.0052,high
MERCH_21990,Durham-Barton,Wholesale,3638,6,20.65,Unknown,low
MERCH_21991,Comp&ny Inc,Retail,80027,6,20.11,0.0073,low
MERCH_21992,"Friedman, Brown and Bailey",Manufacturing,50284,2,20.17,0.0287,low
MERCH_21993,"Jackson, Day and Pruitt",Unknown,25234,2,57.94,0.8068,low
MERCH_21994,"Dougherty, Butler and Wilson",Unknown,37187,Unknown,$65.94,0.0331,low
MERCH_21995,"Hardin, Clark and Friedman",Services,42991,2,$97.79,0.0184,medium
MERCH_21996,Supply-Partners,Retail,06769,1,$17.65,Unknown,medium
MERCH_21997,Gutierrez and Sons,Services,74008,22,Unknown,0.7078,high
MERCH_21998,Supply-Partners,Unknown,94369,7,87.81,0.0273,high
MERCH_21999,Cannon and Sons,Digital,53453,0,14.2,0.0357,low
MERCH_22000,"Patterson, Ray and Lin",Digital,64316,8,40.01,0.0319,low
MERCH_22001,"Hughes, Stein and Humphrey",Digital,28148EXTRA,11,134.05,0.0073,low
MERCH_22002,Smith Inc,Unknown,85258EXTRA,9,54.99,Unknown,low
MERCH_22003,Williams-Taylor,Unknown,3974,3,112.35,0.0141,medium
MERCH_22004,Wells-Phillips,Manufacturing,59274,7,74.38,Unknown,low
MERCH_22005,Baker LLC,Services,21577,3,-10.68,0.0198,low
MERCH_22006,Hill-Perez,Services,58893,3,34.63,0.0046,low
MERCH_22007,HARRIS-SMITH,Unknown,17605,4,124.31,0.0131,low
MERCH_22008,Olson PLC,Wholesale,77876,7,197.15,0.0094,low
MERCH_22009,Schmidt-Velazquez,Retail,73423EXTRA,2,51.88,0.0162,medium
MERCH_22010,Francis-Miller,UNKNOWN,27256,8,54.55,0.011,high
MERCH_22011,"Kim, Strickland and Combs",Retail,23011,7,3.34,0.0234,medium
MERCH_22012,BIZ-CORP,Unknown,40757,1,Unknown,0.0131,medium
MERCH_22013,"Lloyd, Potter and Patton",Unknown,ABC12,0,$22.71,0.0114,medium
MERCH_22014,Goods-LLC,Wholesale,Unknown,0,69.65,0.0404,unknown
MERCH_22015,"Harvey, Sanchez and Navarro",Retail,1118,1,39.78,0.0002,low
MERCH_22016,"Fisher, Campbell and Davila",Retail,96779,0,59.61,0.0082,low
MERCH_22017,"Hopkins, Jackson and Johnson",Wholesale,71997,1,16.45,0.81,low
MERCH_22018,"Collins, Raymond and Carter",Wholesale,85812,0,46.17,0.0128,medium
MERCH_22019,Chan-Adams,Manufacturing,54004,8,38.09,0.0549,low
MERCH_22020,"Gray, Harper and Fitzgerald",Retail,Unknown,3,$33.72,0.058,low
MERCH_22021,Maxwell-Knight,Unknown,48234,Unknown,223.64,0.0044,low
MERCH_22022,"Wilson, Nguyen and Allen",Digital,93522,0 years,-9.15,0.0261,low
MERCH_22023,Shaw-Nichols,Digital,ABC12,10,34.17,0.0068,low
MERCH_22024,Flores Inc,Digital,75451,Unknown,$62.33,0.0071,medium
MERCH_22025,Goods-LLC,Wholesale,16361,2,Unknown,0.0077,low
MERCH_22026,"Wilson, Hatfield and Durham",Services,87045,7,$42.76,0.0018,low
MERCH_22027,GUERRA PLC,Services,48776EXTRA,17,452.23,0.0039,low
MERCH_22028,Dillon-Davidson,Wholesale,Unknown,1,112.73,0.009,unknown
MERCH_22029,Dawson-Collier,Wholesale,29340,4,39.19,0.0288,low
MERCH_22030,Aguilar-Donaldson,Retail,65658,1,15.78,0.0068,medium
MERCH_22031,"Wright, Randall and Cain",Unknown,28102,Unknown,24.84,0.01,medium
MERCH_22032,GRANT LLC,Unknown,ABC12,Unknown,Unknown,Unknown,low
MERCH_22033,Giles LLC,Unknown,04919,1,38.4,0.0263,low
MERCH_22034,"BURNS, DAY AND KENNEDY",Digital,01701,0 years,3.12,0.0151,Unknown
MERCH_22035,"Brown, Johnston and White",Retail,08719,0,108.12,0.019,medium
MERCH_22036,"Shelton, Decker and Baker",Unknown,94391,4 years,137.52,0.023,low
MERCH_22037,Jennings LLC,Manufacturing,30571,1,194.55,0.0011,low
MERCH_22038,"ELLIS, ALEXANDER AND GRANT",Other,Unknown,11,328.67,0.0212,low
MERCH_22039,Cummings-Payne,Manufacturing,91059,0,$14.57,Unknown,low
MERCH_22040,Goodman PLC,Retail,ABC12,5,219.09,0.0068,low
MERCH_22041,Higgins-Warren,Manufacturing,38069,12,12.99,0.0257,low
MERCH_22042,Riley-Taylor,Unknown,ABC12,0,11.76,0.0285,low
MERCH_22043,Massey-Bentley,Unknown,91714,0,67.27,0.0446,high
MERCH_22044,Lee-Thomas,Wholesale,36837,3,48.0,0.0144,medium
MERCH_22045,Davidson Group,Unknown,81802,3,19.4,0.0003,medium
MERCH_22046,Chavez and Sons,Retail,87626,2,-8.26,0.0105,low
MERCH_22047,"Green, Reyes and Clark",Retail,65097,0,-4.94,0.022,low
MERCH_22048,Trade-Co,Digital,21054EXTRA,6,39.02,0.015,high
MERCH_22049,"Crawford, Valenzuela and Davis",Unknown,ABC12,Unknown,558.99,0.0019,low
MERCH_22050,"VARGAS, SMITH AND CARR",Retail,21081,Unknown,67.89,0.0062,low
MERCH_22051,"Thompson, Cunningham and Soto",Services,27155,3,Unknown,0.0442,low
MERCH_22052,Biz-Corp,Unknown,13209,7,14.59,0.004,low
MERCH_22053,"Moore, Yang and Walsh",Manufacturing,ABC12,0,$11.71,0.0211,low
MERCH_22054,DOUGLAS-SILVA,Unknown,62676,21,Unknown,0.014,medium
MERCH_22055,"Bowers, Oliver and Atkinson",Wholesale,12140,11,126.47,Unknown,low
MERCH_22056,SUPPLY-PARTNERS,Retail,13880,1,19.57,3.16%,medium
MERCH_22057,Watson PLC,Manufacturing,55944,6,$22.39,0.004,low
MERCH_22058,Rose-Russo,Digital,3089,1,56.47,0.0206,medium
MERCH_22059,Comp&ny Inc,Manufacturing,85651,0,14.01,0.0065,low
MERCH_22060,Cox-King,Digital,78239,3,67.31,Unknown,medium
MERCH_22061,BARRON-PATEL,Unknown,57357,1,Unknown,0.0282,medium
MERCH_22062,Vega-Salazar,Unknown,7333,4,Unknown,0.0134,low
MERCH_22063,Price LLC,Services,8663,0,66.41,0.0281,medium
MERCH_22064,Henderson-Lozano,Wholesale,57844EXTRA,4,21.02,0.0155,medium
MERCH_22065,HUGHES INC,Manufacturing,10704,3,29.47,0.0109,low
MERCH_22066,Shaffer Ltd,Wholesale,ABC12,4,48.93,0.9946,low
MERCH_22067,"Oliver, Rollins and White",Digital,14375,4,Unknown,0.0042,low
MERCH_22068,"Cruz, Blackwell and Knight",Digital,85890,Unknown,Unknown,0.0072,low
MERCH_22069,Reed-Jimenez,Unknown,92566,Unknown,33.26,0.0114,low
MERCH_22070,Edwards and Sons,Unknown,80596,1,42.43,0.0039,medium
MERCH_22071,"Jones, Rice and Edwards",Wholesale,64198,6,68.28,0.0144,Unknown
MERCH_22072,Supply-Partners,Retail,90624,3,$26.43,0.0094,medium
MERCH_22073,Anderson-Murray,Services,19687,0,$174.53,0.0366,medium
MERCH_22074,MALDONADO LLC,Retail,19270,Unknown,921.14,0.006,Unknown
MERCH_22075,Sanford Inc,Wholesale,05189,1,$43.18,0.0415,low
MERCH_22076,"Fuller, Franklin and Palmer",Services,30125EXTRA,Unknown,246.17,0.0087,medium
MERCH_22077,Williams Ltd,Unknown,Unknown,2,37.41,0.0205,low
MERCH_22078,"Anderson, Whitaker and Cunningham",Manufacturing,62175,1,90.34,0.0269,high
MERCH_22079,"Pierce, Rodgers and Ellis",Manufacturing,62190,3,26.01,0.0172,high
MERCH_22080,Oliver-Robles,Unknown,89511,0,$54.33,Unknown,medium
MERCH_22081,Hernandez-Hartman,Retail,ABC12,17,81.11,Unknown,low
MERCH_22082,"Morales, Long and Greer",Unknown,22466,12,79.88,0.0361,medium
MERCH_22083,Snyder Ltd,Unknown,9112,2,6.34,0.0313,Unknown
MERCH_22084,Moore-Mejia,Manufacturing,15085,0,-7.41,0.0366,low
MERCH_22085,"Evans, Cruz and Smith",Retail,38999,16,Unknown,Unknown,medium
MERCH_22086,Kelly Inc,Unknown,65772,1,26.01,0.0032,low
MERCH_22087,Shaw-Figueroa,Unknown,49946,-6,10.34,0.0325,low
MERCH_22088,Comp&ny Inc,Unknown,21957,6,244.31,1.52%,medium
MERCH_22089,Williams Inc,Manufacturing,51831,2,109.5,0.0423,medium
MERCH_22090,"Smith, Turner and Price",Digital,81025,17,421.68,0.0253,medium
MERCH_22091,Biz-Corp,Manufacturing,73535,1,Unknown,0.0028,medium
MERCH_22092,Goods-LLC,Unknown,32627,1,644.15,0.0315,low
MERCH_22093,Robertson-Perez,Wholesale,06544,21,277.32,0.0178,low
MERCH_22094,"Wood, Nunez and Woodard",Manufacturing,48811,0,41.67,0.035,low
MERCH_22095,"Simmons, Shelton and Parsons",Unknown,75129,8,Unknown,0.0196,low
MERCH_22096,Ruiz-Lutz,Wholesale,2377,5,33.65,0.0157,low
MERCH_22097,"Clark, Freeman and Ruiz",Digital,ABC12,6,40.53,0.0188,low
MERCH_22098,TRADE-CO,Retail,63323,7,207.53,0.003,low
MERCH_22099,"Norman, Greer and Johnston",Unknown,6035,2,Unknown,0.0138,low
MERCH_22100,Greene-Morris,Services,01922,0,42.54,0.0629,low
MERCH_22101,Dominguez-Crawford,Services,4335,2,Unknown,0.0178,Unknown
MERCH_22102,Ortega Group,Manufacturing,55595,4,82.33,0.008,low
MERCH_22103,BIZ-CORP,Unknown,81876,0,76.75,Unknown,low
MERCH_22104,Valencia-Nelson,Unknown,41070,1,-3.44,0.0283,unknown
MERCH_22105,Pollard PLC,Wholesale,26505,4,325.93,2.84%,low
MERCH_22106,TRADE-CO,Digital,12455,0,11.77,0.0117,Unknown
MERCH_22107,Martinez Inc,Services,86668,0,6.74,1.73%,low
MERCH_22108,Fernandez and Sons,Manufacturing,62288EXTRA,6,70.99,0.0064,medium
MERCH_22109,Erickson-Kim,Unknown,7276,5,549.95,0.0187,low
MERCH_22110,Ramsey Group,Digital,4093,5,$44.99,0.0204,low
MERCH_22111,GOODS-LLC,Wholesale,52488,5,12.83,0.89%,low
MERCH_22112,Comp&ny Inc,Digital,19443,12,71.92,0.0079,low
MERCH_22113,Pena-Bond,Manufacturing,3304,0,36.48,0.0116,medium
MERCH_22114,Moore-Zamora,Retail,71457,4,65.77,0.0255,low
MERCH_22115,Supply-Partners,Manufacturing,33795EXTRA,1,2.87,0.0273,low
MERCH_22116,Rogers-Andrews,Manufacturing,45570,2,5.33,0.0585,high
MERCH_22117,Cardenas-Riley,Manufacturing,07304,8,64.44,0.0116,low
MERCH_22118,Brown-Hayes,Services,05003,Unknown,24.96,Unknown,low
MERCH_22119,Martinez Group,Wholesale,48724,14,$57.78,0.0106,low
MERCH_22120,"Costa, Riddle and Woodard",Retail,61017,7,$111.55,0.0143,medium
MERCH_22121,Goods-LLC,Manufacturing,14191,-1,12.9,0.0104,Unknown
MERCH_22122,Biz-Corp,Unknown,42215,3,4.51,0.0067,low
MERCH_22123,Proctor-Williams,Retail,54715,0,$117.54,0.0324,medium
MERCH_22124,"DIAZ, GREENE AND AGUILAR",Retail,94567,5,$12.49,0.0183,low
MERCH_22125,Johnson Inc,Wholesale,02329,1,267.95,0.0236,medium
MERCH_22126,"Phillips, Anderson and Smith",Retail,92506,-9,341.16,0.0579,medium
MERCH_22127,Murphy PLC,Services,50191,6,10.3,0.023,low
MERCH_22128,"STEWART, MOORE AND WILLIAMS",Wholesale,75399,0,227.44,0.0279,Unknown
MERCH_22129,Bowman-Jackson,Services,89347,4,84.51,0.0127,medium
MERCH_22130,GUZMAN-ADKINS,Manufacturing,ABC12,Unknown,$23.53,Unknown,medium
